OBJECTID,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC,VICTIM_COUNT,x,y
310345,20238045695,20238045695240400,2404,0,theft-of-motor-vehicle,auto-theft,8/12/2023 9:00:00 AM,8/19/2023 1:47:00 AM,8/19/2023 1:47:00 AM,8400 PENA BLVD,0,0,-104.67381232,39.84929165,7,759,dia,1,0,1,3231977.00010705,1735292.00013622
310346,2023444437,2023444437240400,2404,0,theft-of-motor-vehicle,auto-theft,8/17/2023 12:00:00 PM,8/17/2023 9:32:00 PM,8/17/2023 9:32:00 PM,E ARIZONA AVE / S GAYLORD ST,0,0,-104.96173417,39.69477071,3,312,washington-park,1,0,1,3151468.99980261,1678397.99972671
310347,2023448616,2023448616240400,2404,0,theft-of-motor-vehicle,auto-theft,8/19/2023 7:15:00 PM,8/20/2023 12:00:00 AM,8/20/2023 12:36:00 AM,447 S BROADWAY ST,0,0,-104.98790096,39.70874587,3,312,baker,1,0,1,3144077.00009517,1683445.99981992
310348,2023445298,2023445298240400,2404,0,theft-of-motor-vehicle,auto-theft,8/18/2023 5:30:00 AM,8/18/2023 10:10:00 AM,8/18/2023 10:45:00 AM,3945 N MARIPOSA ST,0,0,-105.00335625,39.77139594,1,112,sunnyside,1,0,1,3139604.00009626,1706242.99985592
310349,20238045883,20238045883240400,2404,0,theft-of-motor-vehicle,auto-theft,8/20/2023 3:00:00 AM,,8/20/2023 3:02:00 AM,8511 PENA BLVD,0,0,-104.66727044,39.85072254,7,759,dia,1,0,1,3233809.00007686,1735830.0001417
310350,20238045613,20238045613240400,2404,0,theft-of-motor-vehicle,auto-theft,8/7/2023 2:50:00 PM,8/18/2023 4:15:00 PM,8/18/2023 4:15:00 PM,8148 PENA BLVD,0,0,-104.67699262,39.84415837,7,759,dia,1,0,1,3231100.99999023,1733413.99985453
310351,2023447297,2023447297240400,2404,0,theft-of-motor-vehicle,auto-theft,8/18/2023 11:00:00 PM,8/19/2023 9:00:00 AM,8/19/2023 10:17:00 AM,1200 BLK N WOLFF ST,0,0,-105.04902317,39.73621002,1,122,west-colfax,1,0,1,3126830.99996419,1693358.99989988
310352,2023447516,2023447516240400,2404,0,theft-of-motor-vehicle,auto-theft,8/19/2023 12:40:00 PM,8/19/2023 12:55:00 PM,8/19/2023 12:55:00 PM,E EVANS AVE / S GRAPE ST,0,0,-104.92519727,39.67846348,3,323,goldsmith,1,0,1,3161787.99986122,1672521.00020013
310353,20238045931,20238045931240400,2404,0,theft-of-motor-vehicle,auto-theft,8/15/2023 9:45:00 AM,8/19/2023 10:30:00 PM,8/20/2023 10:55:00 AM,8511 PENA BLVD,0,0,-104.66727044,39.85072254,7,759,dia,1,0,1,3233809.00007686,1735830.0001417
310354,2023447304,2023447304240400,2404,0,theft-of-motor-vehicle,auto-theft,8/17/2023 6:30:00 PM,8/18/2023 3:30:00 PM,8/19/2023 10:27:00 AM,360 N ACOMA ST,0,0,-104.98873448,39.7221575,3,311,baker,1,0,1,3143814.99998424,1688329.99984603
310355,2023448195,2023448195240400,2404,0,theft-of-motor-vehicle,auto-theft,8/19/2023 7:51:00 PM,,8/19/2023 8:42:00 PM,12200 BLK E 53RD AVE,0,0,-104.84597664,39.79272061,5,521,montbello,1,0,1,3183786.00013888,1714290.999969
310356,20238045590,20238045590240400,2404,0,theft-of-motor-vehicle,auto-theft,8/14/2023 3:00:00 PM,8/18/2023 3:00:00 PM,8/18/2023 3:30:00 PM,8511 PENA BLVD,0,0,-104.66727044,39.85072254,7,759,dia,1,0,1,3233809.00007686,1735830.0001417
310357,2023447739,2023447739240400,2404,0,theft-of-motor-vehicle,auto-theft,8/19/2023 10:00:00 AM,,8/19/2023 3:16:00 PM,8800 BLK E 12TH AVE,0,0,-104.88586074,39.73603707,2,223,east-colfax,1,0,1,3172717.99995691,1693565.00003287
310358,2023447281,2023447281240400,2404,0,theft-of-motor-vehicle,auto-theft,8/17/2023 5:00:00 PM,8/19/2023 9:30:00 AM,8/19/2023 10:32:00 AM,2700 BLK CURTIS ST,0,0,-104.98078216,39.75765469,2,211,five-points,1,0,1,3145978.00008839,1701272.99971787
310359,2023447324,2023447324240400,2404,0,theft-of-motor-vehicle,auto-theft,8/19/2023 7:30:00 AM,8/19/2023 10:30:00 AM,8/19/2023 10:43:00 AM,1200 W FLORIDA AVE,0,0,-105.00173743,39.68932736,4,422,ruby-hill,1,0,1,3140223.00005126,1676350.99996549
310360,2023445439,2023445439240400,2404,0,theft-of-motor-vehicle,auto-theft,7/26/2023 11:56:00 AM,,8/18/2023 11:56:00 AM,1000 BLK S IRVING ST,0,0,-105.02937543,39.6983772,4,412,westwood,1,0,1,3132427.99993767,1679605.99984028
310361,2023447151,2023447151240400,2404,0,theft-of-motor-vehicle,auto-theft,8/18/2023 5:00:00 PM,8/19/2023 7:45:00 AM,8/19/2023 9:17:00 AM,4210 N AIRPORT WAY,0,0,-104.79506155,39.77407201,5,522,gateway-green-valley-ranch,1,0,1,3198146.00021044,1707605.00001813
310362,2023449098,2023449098240400,2404,0,theft-of-motor-vehicle,auto-theft,8/20/2023 7:31:00 AM,,8/20/2023 8:39:00 AM,3725 WYNKOOP ST,0,0,-104.9755057,39.77166224,2,211,five-points,1,0,1,3147432.00016937,1706383.99978009
310363,20238045579,20238045579240400,2404,0,theft-of-motor-vehicle,auto-theft,8/18/2023 2:55:00 PM,,8/18/2023 3:23:00 PM,24558 E 75TH AVE,0,0,-104.70081548,39.83189469,7,759,dia,1,0,1,3224451.00004876,1728887.00005697
310364,20238045630,20238045630240400,2404,0,theft-of-motor-vehicle,auto-theft,8/18/2023 5:35:00 PM,,8/18/2023 6:03:00 PM,8148 PENA BLVD,0,0,-104.67699262,39.84415837,7,759,dia,1,0,1,3231100.99999023,1733413.99985453
310365,20238045729,20238045729240400,2404,0,theft-of-motor-vehicle,auto-theft,8/18/2023 2:00:00 PM,8/18/2023 8:00:00 PM,8/19/2023 7:51:00 AM,8511 PENA BLVD,0,0,-104.66727044,39.85072254,7,759,dia,1,0,1,3233809.00007686,1735830.0001417
