OBJECTID,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC,VICTIM_COUNT,x,y
100277,2019238954,2019238954131502,1315,2,menacing-felony-w-weap,aggravated-assault,4/17/2019 8:20:00 AM,4/17/2019 8:40:00 AM,4/17/2019 8:40:00 AM,3700 BLK E COLFAX AVE,0,0,-104.9433807,39.74030937,2,213,city-park,1,0,1,3156531.999627,1695016.99994264
100278,202120982,202120982131502,1315,2,menacing-felony-w-weap,aggravated-assault,1/11/2021 9:05:00 PM,,1/11/2021 10:22:00 PM,4699 N KITTREDGE ST,0,0,-104.80466317,39.77701439,5,522,gateway-green-valley-ranch,1,0,1,3195438.99982204,1708656.00012698
100279,2022495335,2022495335131502,1315,2,menacing-felony-w-weap,aggravated-assault,9/25/2022 8:36:00 AM,,9/25/2022 10:30:00 AM,2113 E 16TH AVE,0,0,-104.96174597,39.74188275,6,622,city-park-west,1,0,1,3151363.99954533,1695559.00018871
100280,202271665,202271665131502,1315,2,menacing-felony-w-weap,aggravated-assault,2/11/2022 12:00:00 PM,,2/11/2022 1:16:00 PM,2101 S HOLLY ST,0,0,-104.92260564,39.67822566,3,323,goldsmith,1,0,1,3162517.99987124,1672438.99996501
100281,2021449908,2021449908131502,1315,2,menacing-felony-w-weap,aggravated-assault,8/7/2021 1:16:00 AM,,8/7/2021 2:34:00 AM,2073 S COLORADO BLVD,0,0,-104.94112524,39.67884775,3,314,university-park,1,0,1,3157304.00003556,1672633.000157
100282,2021572398,2021572398131502,1315,2,menacing-felony-w-weap,aggravated-assault,10/4/2021 11:45:00 PM,,10/5/2021 8:54:00 PM,E EVANS AVE / S HOLLY ST,0,0,-104.9222661,39.67847108,3,322,goldsmith,1,0,1,3162612.99999941,1672529.00014196
100283,2019621377,2019621377131502,1315,2,menacing-felony-w-weap,aggravated-assault,9/28/2019 8:30:00 AM,,9/28/2019 10:21:00 AM,5555 E MEXICO AVE,0,0,-104.9226412,39.68599788,3,322,virginia-village,1,0,1,3162490.00036059,1675270.00005021
100284,2021636299,2021636299131502,1315,2,menacing-felony-w-weap,aggravated-assault,11/8/2021 9:51:00 PM,,11/8/2021 11:46:00 PM,8677 E 25TH PL,0,0,-104.88785162,39.75318898,5,512,central-park,1,0,1,3172115.99982614,1699809.00000125
100285,2020269884,2020269884131502,1315,2,menacing-felony-w-weap,aggravated-assault,5/3/2020 4:19:00 AM,,5/3/2020 4:19:00 AM,19300 BLK E 40TH PL,0,0,-104.76142099,39.77190289,5,523,gateway-green-valley-ranch,1,0,3,3207608.00000407,1706889.9999013
100286,2022322489,2022322489131502,1315,2,menacing-felony-w-weap,aggravated-assault,6/25/2022 10:09:00 PM,,6/25/2022 10:09:00 PM,1975 MILE HIGH STADIUM CIR,0,0,-105.01964853,39.74718462,1,121,jefferson-park,1,0,1,3135070.99994072,1697398.99982546
100287,2019486866,2019486866131502,1315,2,menacing-felony-w-weap,aggravated-assault,8/2/2019 7:29:00 PM,,8/2/2019 7:34:00 PM,4875 S ULSTER ST,0,0,-104.89484159,39.62735984,3,324,hampden-south,1,0,1,3170456.00012867,1653962.00008596
100288,2019553499,2019553499131502,1315,2,menacing-felony-w-weap,aggravated-assault,8/30/2019 3:14:00 PM,,8/30/2019 3:15:00 PM,900 BLOCK N GALAPAGO ST,0,0,-104.99632711,39.7307116,1,123,lincoln-park,1,0,1,3141661.99978633,1691434.00014736
100289,2019624103,2019624103131502,1315,2,menacing-felony-w-weap,aggravated-assault,9/29/2019 1:54:00 PM,,9/29/2019 3:10:00 PM,W 32ND AVE / N LOWELL BLVD,0,0,-105.03461031,39.7621377,1,113,west-highland,1,0,1,3130835.9998071,1702824.0005142
100290,2022467815,2022467815131502,1315,2,menacing-felony-w-weap,aggravated-assault,9/10/2022 1:55:00 PM,,9/10/2022 2:55:00 PM,11100 E DARTMOUTH AVE,0,0,-104.85735663,39.65929276,3,323,kennedy,1,0,2,3180932.00037643,1665665.99987822
