OBJECTID,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC,VICTIM_COUNT,x,y
80277,2019159518,2019159518131300,1313,0,assault-simple,other-crimes-against-persons,3/12/2019 9:50:00 PM,,3/12/2019 10:40:00 PM,1601 CHESTNUT PL,0,0,-105.00340583,39.75284655,6,612,union-station,1,0,1,3139626.99995074,1699486.00028662
80278,2022442079,2022442079131300,1313,0,assault-simple,other-crimes-against-persons,8/28/2022 1:00:00 AM,,8/28/2022 1:10:00 AM,E COLFAX AVE / N JOSEPHINE ST,0,0,-104.95879739,39.74011774,2,213,congress-park,1,0,1,3152196.99999617,1694921.00017693
80279,2021128715,2021128715131300,1313,0,assault-simple,other-crimes-against-persons,3/4/2021 1:00:00 PM,,3/4/2021 2:19:00 PM,2900 N RICHARD ALLEN CT,0,0,-104.94203068,39.75892412,2,213,skyland,1,0,1,3156870.00012907,1701800.00004477
80280,2022281650,2022281650131300,1313,0,assault-simple,other-crimes-against-persons,6/4/2022 4:30:00 PM,,6/4/2022 7:00:00 PM,777 N BANNOCK ST,0,0,-104.9904797,39.72807567,1,123,lincoln-park,1,0,1,3143312.00023174,1690483.00020241
80281,2021520134,2021520134131300,1313,0,assault-simple,other-crimes-against-persons,9/9/2021 2:20:00 PM,9/9/2021 2:20:00 PM,9/9/2021 8:43:00 PM,2831 W IOWA AVE,0,0,-105.02322704,39.68795046,4,422,ruby-hill,1,0,1,3134178.00017519,1675817.0000779
80282,2022143746,2022143746131300,1313,0,assault-simple,other-crimes-against-persons,3/23/2022 5:45:00 PM,,3/23/2022 6:00:00 PM,1601 16TH ST,0,0,-105.00000962,39.75130032,6,612,union-station,1,0,1,3140585.0000804,1698928.00024286
80283,2019395128,2019395128131300,1313,0,assault-simple,other-crimes-against-persons,6/25/2019 12:17:00 AM,,6/25/2019 1:25:00 AM,777 N BANNOCK ST,0,0,-104.9904797,39.72807567,1,123,lincoln-park,1,0,1,3143312.00023174,1690483.00020241
80284,2020481738,2020481738131300,1313,0,assault-simple,other-crimes-against-persons,8/9/2020 6:10:00 PM,,8/9/2020 6:56:00 PM,1499 N BROADWAY ST,0,0,-104.98748504,39.73989754,6,611,civic-center,1,0,1,3144130.00025104,1694794.0005925
80285,2019292823,2019292823131300,1313,0,assault-simple,other-crimes-against-persons,5/10/2019 12:13:00 PM,,5/10/2019 2:23:00 PM,1375 E 19TH AVE,0,0,-104.97146823,39.74613256,6,622,city-park-west,1,0,1,3148621.0000354,1697091.00025554
80286,2021521133,2021521133131300,1313,0,assault-simple,other-crimes-against-persons,9/9/2021 9:30:00 PM,9/9/2021 9:50:00 PM,9/9/2021 10:11:00 PM,2504 E COLFAX AVE,0,0,-104.95713427,39.73997831,2,213,congress-park,1,0,1,3152665.0000346,1694873.00013537
