OBJECTID,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC,VICTIM_COUNT,x,y
180277,20226000478,20226000478230800,2308,0,theft-from-bldg,larceny,12/20/2021 5:00:00 AM,1/9/2022 5:50:00 PM,1/9/2022 6:03:00 PM,1196 N GRANT ST,0,0,-104.98335419,39.73491053,6,623,capitol-hill,1,0,1,3145301.9998198,1692984.00018511
180278,20216020286,20216020286230800,2308,0,theft-from-bldg,larceny,10/10/2021 12:30:00 AM,10/10/2021 2:15:00 AM,10/10/2021 11:52:00 PM,1909 BLAKE ST,0,0,-104.99557498,39.75372193,6,612,union-station,1,0,1,3141827.00004591,1699817.00028267
180279,20196009403,20196009403230800,2308,0,theft-from-bldg,larceny,8/27/2019 5:40:00 PM,9/9/2019 5:40:00 PM,9/22/2019 9:59:00 PM,1515 N VRAIN ST,0,0,-105.0464983,39.74065313,1,121,west-colfax,1,0,1,3127533.00009915,1694981.00006958
180280,20196012751,20196012751230800,2308,0,theft-from-bldg,larceny,12/22/2019 7:00:00 PM,12/22/2019 8:00:00 PM,12/23/2019 1:09:00 PM,8500 PENA BLVD,0,0,-104.67404481,39.85192595,7,759,dia,1,0,1,3231902.99981161,1736250.99988401
180281,2022105067,2022105067230800,2308,0,theft-from-bldg,larceny,2/28/2022 4:00:00 PM,,3/2/2022 10:39:00 AM,7111 E MONTVIEW BLVD,0,0,-104.90565242,39.74776497,2,223,south-park-hill,1,0,1,3167123.99984994,1697800.00009894
180282,2019519754,2019519754230800,2308,0,theft-from-bldg,larceny,8/9/2019 12:15:00 PM,8/9/2019 12:15:00 PM,8/16/2019 4:00:00 PM,1719 E 19TH AVE,0,0,-104.96769066,39.74717521,6,622,city-park-west,1,0,1,3149681.00028653,1697477.00002872
180283,20206002872,20206002872230800,2308,0,theft-from-bldg,larceny,3/17/2020 10:00:00 PM,3/18/2020 1:00:00 AM,3/20/2020 1:53:00 PM,1900 CHESTNUT PL,0,0,-104.99965462,39.75669049,6,612,union-station,1,0,1,3140674.00008069,1700891.99977977
180284,20206008483,20206008483230800,2308,0,theft-from-bldg,larceny,7/3/2020 1:00:00 AM,7/8/2020 3:45:00 PM,7/8/2020 3:59:00 PM,2601 BLAKE ST,0,0,-104.98714335,39.76036468,2,211,five-points,1,0,1,3144184.00016835,1702250.00002347
180285,2022293148,2022293148230800,2308,0,theft-from-bldg,larceny,6/9/2022 6:45:00 AM,6/9/2022 6:50:00 AM,6/10/2022 9:38:00 AM,2994 S ZURICH CT,0,0,-105.05179717,39.65989857,4,423,harvey-park-south,1,0,1,3126188.0001671,1665557.99977577
180286,20196002344,20196002344230800,2308,0,theft-from-bldg,larceny,3/15/2019 12:00:00 PM,3/15/2019 1:00:00 PM,3/18/2019 3:02:00 PM,4200 W 17TH AVE,0,0,-105.04210776,39.74375199,1,121,west-colfax,1,0,1,3128762.00008126,1696115.99997858
180287,2021206040,2021206040230800,2308,0,theft-from-bldg,larceny,4/11/2021 3:30:00 PM,,4/11/2021 5:06:00 PM,8810 E BEEKMAN PL,0,0,-104.88604312,39.78913142,5,511,central-park,1,0,1,3172536.00021674,1712905.00011203
180288,2021706815,2021706815230800,2308,0,theft-from-bldg,larceny,12/14/2021 8:09:00 AM,,12/17/2021 1:42:00 PM,5301 N PEORIA ST,0,0,-104.84853238,39.79265516,5,511,montbello,1,0,1,3183067.99975442,1714261.99952287
180289,20226006211,20226006211230800,2308,0,theft-from-bldg,larceny,3/30/2022 10:10:00 PM,3/30/2022 10:11:00 PM,4/6/2022 8:21:00 PM,1509 S STEELE ST,0,0,-104.95036462,39.68904079,3,312,cory-merrill,1,0,1,3154680.99992097,1676330.00047013
180290,20216024948,20216024948230800,2308,0,theft-from-bldg,larceny,12/20/2021 5:09:00 PM,12/20/2021 9:45:00 PM,12/21/2021 4:19:00 PM,3220 W 14TH AVE,0,0,-105.02855812,39.73857035,1,122,west-colfax,1,0,1,3132582.00026124,1694248.00015605
180291,20216009303,20216009303230800,2308,0,theft-from-bldg,larceny,4/17/2021 12:00:00 PM,4/18/2021 12:00:00 AM,4/19/2021 1:54:00 PM,1885 S QUEBEC WAY,0,0,-104.89052627,39.6828022,3,322,indian-creek,1,0,1,3171535.99976151,1674165.00018962
180292,2019725368,2019725368230800,2308,0,theft-from-bldg,larceny,11/26/2019 3:00:00 PM,11/26/2019 8:00:00 PM,12/4/2019 3:48:00 PM,2960 N SPEER BLVD,0,0,-105.02290511,39.75987817,1,113,highland,1,0,1,3134130.99983279,1702018.0001283
180293,2021394550,2021394550230800,2308,0,theft-from-bldg,larceny,7/11/2021 1:54:00 AM,,7/11/2021 1:54:00 AM,2609 N FEDERAL BLVD,0,0,-105.02568335,39.75510993,1,121,sloan-lake,1,0,1,3133359.00022681,1700277.00023862
180294,20206003014,20206003014230800,2308,0,theft-from-bldg,larceny,3/17/2020 10:00:00 PM,3/17/2020 10:15:00 PM,3/23/2020 9:52:00 PM,3011 CURTIS ST,0,0,-104.97790022,39.76063975,2,211,five-points,1,0,1,3146782.00010196,1702365.00005448
180295,20216008419,20216008419230800,2308,0,theft-from-bldg,larceny,3/19/2021 7:25:00 PM,3/19/2021 7:57:00 PM,4/5/2021 6:34:00 PM,1505 S COLORADO BLVD,0,0,-104.94207034,39.68867778,3,312,cory-merrill,1,0,1,3157016.00045642,1676211.99996463
180296,20226007137,20226007137230800,2308,0,theft-from-bldg,larceny,4/9/2022 11:35:00 AM,4/9/2022 11:50:00 AM,4/19/2022 11:58:00 AM,150 S MONACO ST,0,0,-104.91147935,39.71409856,3,321,hilltop,1,0,1,3165565.00021358,1685526.0002953
180297,20206012126,20206012126230800,2308,0,theft-from-bldg,larceny,9/10/2020 2:45:00 AM,9/10/2020 3:45:00 AM,9/11/2020 2:54:00 PM,828 N BROADWAY ST,0,0,-104.98699552,39.72952376,6,623,capitol-hill,1,0,1,3144289.00009234,1691016.00026554
180298,20206016506,20206016506230800,2308,0,theft-from-bldg,larceny,11/27/2020 2:00:00 PM,12/2/2020 10:00:00 PM,12/2/2020 10:18:00 PM,1451 24TH ST,0,0,-104.98887975,39.75784386,6,612,five-points,1,0,1,3143701.000465,1701328.99937686
180299,20226014062,20226014062230800,2308,0,theft-from-bldg,larceny,7/22/2022 11:15:00 PM,7/23/2022 11:15:00 AM,7/25/2022 9:26:00 AM,2424 N ALCOTT ST,0,0,-105.01736421,39.75252028,1,121,jefferson-park,1,0,1,3135702.99990121,1699346.00010076
180300,20226000601,20226000601230800,2308,0,theft-from-bldg,larceny,1/8/2022 5:15:00 PM,1/11/2022 10:00:00 AM,1/11/2022 12:05:00 PM,2920 W 29TH AVE,0,0,-105.02442021,39.75833049,1,121,jefferson-park,1,0,1,3133708.00006902,1701451.999592
180301,2021694055,2021694055230800,2308,0,theft-from-bldg,larceny,12/10/2021 11:03:00 AM,,12/10/2021 11:29:00 AM,6701 E COLFAX AVE,0,0,-104.91015517,39.74053186,2,223,south-park-hill,1,0,1,3165875.00008982,1695157.00028637
180302,2020508871,2020508871230800,2308,0,theft-from-bldg,larceny,7/15/2020 12:00:00 PM,8/22/2020 12:03:00 PM,8/22/2020 12:03:00 PM,16190 E WARNER PL,0,0,-104.79903222,39.78223269,5,522,gateway-green-valley-ranch,1,0,1,3197007.00013269,1710568.99994012
180303,20206017878,20206017878230800,2308,0,theft-from-bldg,larceny,12/17/2020 2:05:00 PM,12/17/2020 3:05:00 PM,12/17/2020 3:15:00 PM,2743 CURTIS ST,0,0,-104.98101614,39.75824046,2,211,five-points,1,0,1,3145911.00006683,1701486.00038915
180304,20226011066,20226011066230800,2308,0,theft-from-bldg,larceny,6/14/2022 6:11:00 PM,6/14/2022 6:30:00 PM,6/14/2022 7:05:00 PM,8500 W CRESTLINE AVE,0,0,-105.09343602,39.61756571,4,423,marston,1,0,1,3114533.99987181,1650082.99998318
180305,20226013051,20226013051230800,2308,0,theft-from-bldg,larceny,6/28/2022 5:59:00 AM,7/11/2022 11:30:00 AM,7/11/2022 11:35:00 AM,2253 S MONACO ST,0,0,-104.91438121,39.67604636,3,323,goldsmith,1,0,1,3164838.00021246,1671660.00051894
180306,2021471092,2021471092230800,2308,0,theft-from-bldg,larceny,8/13/2021 12:00:00 PM,8/13/2021 2:00:00 PM,8/17/2021 11:17:00 AM,605 N BANNOCK ST,0,0,-104.99107855,39.72590125,1,123,lincoln-park,1,0,1,3143148.00009782,1689690.00013786
180307,20206018724,20206018724230800,2308,0,theft-from-bldg,larceny,12/24/2020 4:45:00 PM,12/29/2020 4:45:00 PM,12/29/2020 4:54:00 PM,801 N PENNSYLVANIA ST,0,0,-104.98161847,39.72920919,6,623,capitol-hill,1,0,1,3145801.99993764,1690910.00054699
180308,20216011115,20216011115230800,2308,0,theft-from-bldg,larceny,5/7/2021 1:45:00 PM,5/10/2021 1:45:00 PM,5/17/2021 1:57:00 PM,1490 DELGANY ST,0,0,-105.00387753,39.75202771,6,612,union-station,1,0,1,3139496.00013885,1699187.00026914
180309,2020255759,2020255759230800,2308,0,theft-from-bldg,larceny,4/27/2020 1:45:00 PM,4/27/2020 1:55:00 PM,4/27/2020 2:51:00 PM,1391 N SPEER BLVD,0,0,-104.9979559,39.73761469,1,123,lincoln-park,1,0,1,3141189.99975185,1693946.00017196
