OBJECTID,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,IS_CRIME,IS_TRAFFIC,VICTIM_COUNT,x,y
210277,2022412334,2022412334240400,2404,0,theft-of-motor-vehicle,auto-theft,8/11/2022 9:00:00 AM,8/11/2022 8:30:00 PM,8/12/2022 2:03:00 PM,3125 W FLOYD AVE,0,0,-105.02734508,39.65791125,4,423,harvey-park-south,1,0,1,3133076.00002219,1664869.00016216
210278,2022199847,2022199847240400,2404,0,theft-of-motor-vehicle,auto-theft,4/14/2022 4:00:00 PM,4/15/2022 6:00:00 PM,4/22/2022 11:41:00 AM,4667 N CENTRAL PARK BLVD,0,0,-104.88355903,39.78147569,5,511,central-park,1,0,1,3173253.00042946,1710120.99987488
210279,2019507572,2019507572240400,2404,0,theft-of-motor-vehicle,auto-theft,8/11/2019 3:00:00 PM,8/11/2019 7:00:00 PM,8/11/2019 8:54:00 PM,2400 BLOCK W 27TH AVE,0,0,-105.01629497,39.75594196,1,121,jefferson-park,1,0,1,3135996.99979119,1700593.99974968
210280,2021459560,2021459560240400,2404,0,theft-of-motor-vehicle,auto-theft,8/11/2021 6:45:00 AM,8/11/2021 10:00:00 AM,8/11/2021 5:53:00 PM,9202 E LEHIGH AVE,0,0,-104.88131421,39.64760524,3,324,hampden-south,1,0,1,3174216.00020362,1661361.99978865
210281,2021631901,2021631901240400,2404,0,theft-of-motor-vehicle,auto-theft,11/5/2021 8:00:00 PM,11/6/2021 1:00:00 PM,11/6/2021 2:11:00 PM,3101 S FEDERAL BLVD,0,0,-105.0254047,39.66017657,4,423,harvey-park-south,1,0,1,3133618.00005799,1665696.99937291
210282,202026341,202026341240400,2404,0,theft-of-motor-vehicle,auto-theft,1/12/2020 5:00:00 AM,1/12/2020 5:30:00 PM,1/12/2020 7:45:00 PM,3701 W RADCLIFF AVE,0,0,-105.03580827,39.63706934,4,423,fort-logan,1,0,1,3130732.0004573,1657264.99993662
210283,2019679927,2019679927240400,2404,0,theft-of-motor-vehicle,auto-theft,10/24/2019 7:00:00 AM,,10/24/2019 7:46:00 AM,2400 BLK W CAITHNESS PL,0,0,-105.0173097,39.7609562,1,113,highland,1,0,1,3135702.00010524,1702419.00002912
210284,2020404051,2020404051240400,2404,0,theft-of-motor-vehicle,auto-theft,7/2/2020 1:00:00 PM,7/3/2020 10:00:00 AM,7/3/2020 11:15:00 AM,1700 BLK E 4TH AVE,0,0,-104.96680903,39.72234019,3,311,country-club,1,0,1,3149981.99994829,1688431.99975847
210285,2022281185,2022281185240400,2404,0,theft-of-motor-vehicle,auto-theft,6/4/2022 7:27:00 AM,,6/4/2022 9:50:00 AM,1100 BLOCK N GAYLORD ST,0,0,-104.96067862,39.73362831,6,622,cheesman-park,1,0,1,3151681.99990642,1692553.99978225
210286,202221280,202221280240400,2404,0,theft-of-motor-vehicle,auto-theft,1/14/2022 6:08:00 AM,1/14/2022 6:10:00 AM,1/14/2022 8:23:00 AM,425 S GALENA WAY,0,0,-104.8697303,39.70769981,3,321,windsor,1,0,1,3177326.00000542,1683273.99967558
210287,2021183805,2021183805240400,2404,0,theft-of-motor-vehicle,auto-theft,3/31/2021 11:00:00 PM,4/1/2021 8:00:00 AM,4/1/2021 8:55:00 AM,700 BLK S PECOS ST,0,0,-105.00605473,39.70196027,4,412,athmar-park,1,0,1,3138982.99991548,1680946.00014576
210288,20206002707,20206002707240400,2404,0,theft-of-motor-vehicle,auto-theft,3/15/2020 10:05:00 PM,3/16/2020 1:05:00 PM,3/16/2020 3:19:00 PM,2400 BLK S VINE ST,0,0,-104.96257952,39.67208719,3,313,university,1,0,1,3151279.99949442,1670133.99986167
210289,2019717298,2019717298240400,2404,0,theft-of-motor-vehicle,auto-theft,11/8/2019 9:00:00 PM,11/9/2019 3:00:00 PM,11/10/2019 3:29:00 PM,1400 BLOCK S QUEBEC WAY,0,0,-104.89862717,39.69152741,3,322,indian-creek,1,0,1,3169234.99982756,1677328.00048838
210290,2019188302,2019188302240400,2404,0,theft-of-motor-vehicle,auto-theft,3/25/2019 9:30:00 PM,3/25/2019 9:45:00 PM,3/26/2019 2:24:00 AM,4600 BLK N ARGONNE ST,0,0,-104.76493647,39.78067409,5,523,gateway-green-valley-ranch,1,0,1,3206593.99981544,1710076.99994088
210291,2020357143,2020357143240400,2404,0,theft-of-motor-vehicle,auto-theft,6/10/2020 9:30:00 PM,6/11/2020 6:30:00 AM,6/11/2020 8:16:00 AM,3401 N PECOS ST,0,0,-105.00689281,39.76477009,1,113,highland,1,0,1,3138622.99995091,1703823.99982278
210292,2021390602,2021390602240400,2404,0,theft-of-motor-vehicle,auto-theft,7/5/2021 6:00:00 PM,7/9/2021 9:00:00 AM,7/9/2021 12:38:00 PM,3400 S LOWELL BLVD,0,0,-105.03025631,39.65862847,4,423,harvey-park-south,1,0,1,3132255.00011143,1665126.00022628
210293,2021601504,2021601504240400,2404,0,theft-of-motor-vehicle,auto-theft,10/21/2021 7:30:00 AM,10/21/2021 7:35:00 AM,10/21/2021 7:42:00 AM,4500 BLK W 33RD AVE,0,0,-105.04592923,39.76373845,1,113,west-highland,1,0,1,3127651.00020775,1703391.00017198
210294,2022448332,2022448332240400,2404,0,theft-of-motor-vehicle,auto-theft,8/30/2022 2:30:00 PM,8/31/2022 10:00:00 AM,8/31/2022 10:17:00 AM,1595 S ACOMA ST,0,0,-104.9890916,39.68776591,3,313,overland,1,0,1,3143785.00006252,1675801.99980026
210295,202236963,202236963240400,2404,0,theft-of-motor-vehicle,auto-theft,1/23/2022 12:00:00 AM,1/23/2022 9:30:00 AM,1/23/2022 9:51:00 AM,3800 BLOCK N OSCEOLA ST,0,0,-105.03806333,39.77037327,1,111,berkeley,1,0,1,3129849.99998801,1705819.00015378
210296,2021190867,2021190867240400,2404,0,theft-of-motor-vehicle,auto-theft,4/1/2021 3:00:00 PM,4/4/2021 12:50:00 PM,4/4/2021 1:23:00 PM,4300 BLK N WOLFF ST,0,0,-105.0484419,39.77568436,1,111,berkeley,1,0,1,3126923.00020411,1707739.00053596
210297,2022249066,2022249066240400,2404,0,theft-of-motor-vehicle,auto-theft,5/17/2022 10:30:00 AM,5/18/2022 7:30:00 AM,5/18/2022 7:51:00 AM,5940 N TOWER RD,0,0,-104.77023216,39.80447548,5,522,dia,1,0,1,3205036.00002101,1718734.9996966
210298,2021367023,2021367023240400,2404,0,theft-of-motor-vehicle,auto-theft,6/13/2021 8:00:00 PM,6/14/2021 12:00:00 PM,6/28/2021 1:23:00 PM,1100 BLK N DECATUR ST,0,0,-105.02258961,39.7351696,1,122,sun-valley,1,0,1,3134266.99994867,1693017.99997364
210299,2021508067,2021508067240400,2404,0,theft-of-motor-vehicle,auto-theft,8/31/2021 5:00:00 PM,9/2/2021 6:00:00 AM,9/3/2021 3:03:00 PM,N VALENTIA ST / E 16TH AVE,0,0,-104.89168337,39.74197792,2,223,east-colfax,1,0,1,3171066.00034394,1695717.99989613
210300,2020304730,2020304730240400,2404,0,theft-of-motor-vehicle,auto-theft,5/17/2020 5:30:00 PM,5/17/2020 11:30:00 PM,5/17/2020 11:50:00 PM,200 BLK S LOCUST ST,0,0,-104.91453273,39.71197795,3,321,hilltop,1,0,1,3164711.00026008,1684747.99992219
210301,2021317895,2021317895240400,2404,0,theft-of-motor-vehicle,auto-theft,6/4/2021 6:30:00 PM,6/5/2021 9:00:00 AM,6/5/2021 9:03:00 AM,3100 BLK N ROSLYN WAY,0,0,-104.89960879,39.76121356,5,512,central-park,1,0,1,3168791.00004405,1702709.99957109
210302,2019422543,2019422543240400,2404,0,theft-of-motor-vehicle,auto-theft,7/5/2019 6:30:00 PM,7/6/2019 1:00:00 PM,7/6/2019 1:49:00 PM,120 S FEDERAL BLVD,0,0,-105.02470028,39.71439092,4,411,valverde,1,0,1,3133713.00017714,1685445.99986107
